6.95,6.385,70.78,1130,1924,2003
6.51,6.383,39.99,1133,12296,1983
7.20,6.382,39.95,1134,1424,2016
7.45,6.381,69.99,1136,1050,2018
8.40,6.381,70.00,1138,622,2014
7.37,6.380,15.99,1139,1139,2015
6.55,6.379,17.99,1142,7747,2005
7.76,6.378,59.99,1144,914,2014
7.89,6.378,79.99,1145,839,2018
7.09,6.377,44.95,1148,1576,2017
7.00,6.375,47.94,1152,1704,2010
6.76,6.372,19.95,1155,2875,1995
7.61,6.370,59.99,1156,891,2017
6.99,6.370,17.99,1157,1883,2015
6.70,6.370,44.99,1158,5575,2004
7.00,6.370,39.99,1159,1744,2013
6.69,6.369,24.99,1160,3552,2000
7.59,6.369,20.00,1162,1021,2018
7.84,6.369,49.99,1163,757,2014
7.60,6.367,79.95,1167,1078,2016
6.55,6.367,59.99,1168,7303,1995
6.75,6.367,14.99,1169,2986,2011
7.15,6.367,25.00,1170,1396,2017
6.80,6.366,24.99,1171,2706,1993
6.53,6.364,12.09,1173,10240,-3000
6.54,6.363,14.99,1177,9717,1997
7.96,6.362,80.00,1178,731,2009
7.07,6.362,42.00,1179,1671,1990
7.04,6.361,49.95,1180,1600,1996
6.92,6.360,29.99,1181,1915,2009
6.89,6.359,39.99,1183,1989,2008
6.87,6.355,14.99,1189,2189,2016
6.97,6.351,14.99,1192,1726,2017
6.64,6.350,29.99,1194,3963,1973
7.19,6.350,39.99,1195,1273,2014
6.51,6.347,49.99,1199,7303,2004
6.84,6.347,59.99,1200,2209,2015
6.77,6.345,14.99,1203,2621,2013
7.15,6.343,10.99,1207,1429,2015
7.48,6.342,29.99,1209,907,2008
6.94,6.340,39.99,1211,1717,2010
7.68,6.339,202.00,1212,945,1962
7.31,6.339,32.99,1214,1081,2018
6.99,6.338,202.00,1215,1583,2008
7.22,6.338,19.99,1217,1252,2014
6.56,6.336,14.99,1222,6156,1995
6.82,6.335,39.99,1223,2364,2016
7.20,6.334,47.99,1225,1207,2015
6.97,6.333,34.99,1227,2025,2016
7.13,6.333,39.99,1229,1291,2013
6.82,6.332,29.95,1230,2174,2017
7.48,6.330,44.99,1234,967,2010
7.61,6.330,89.99,1235,978,2016
7.05,6.328,99.95,1237,1525,2010
7.64,6.327,49.99,1240,866,2012
7.02,6.326,65.00,1242,1495,2012
6.64,6.326,89.95,1243,4975,2005
6.80,6.326,34.99,1244,2264,2013
8.56,6.325,39.95,1246,548,2018
6.98,6.325,34.99,1247,1547,2016
6.84,6.325,59.95,1248,2635,2013
6.73,6.324,25.00,1249,3010,2016
7.16,6.323,39.99,1253,1398,2016
7.23,6.323,60.00,1256,1162,2016
7.60,6.322,39.99,1258,873,2014
6.95,6.322,48.99,1259,1650,2011
7.59,6.321,100.00,1260,933,2015
7.38,6.321,59.99,1261,1036,2018
7.87,6.320,39.99,1262,702,2018
6.58,6.320,39.99,1263,4819,2012
6.99,6.320,21.00,1264,1541,2015
6.57,6.319,37.99,1265,6126,2007
6.80,6.318,19.99,1268,2398,2015
6.77,6.317,19.99,1271,2277,2013
7.10,6.317,59.99,1272,1275,1992
6.92,6.316,39.99,1275,1730,2006
7.13,6.314,24.95,1278,1258,2015
7.54,6.314,24.99,1280,891,2016
6.57,6.313,34.95,1284,4532,2007
6.66,6.312,49.00,1286,3100,2005
7.53,6.311,60.00,1287,827,2018
6.78,6.309,12.95,1289,2312,2016
6.85,6.308,59.99,1291,1903,2011
6.83,6.307,55.00,1292,2030,2010
6.54,6.307,87.99,1293,11437,2007
6.48,6.306,12.99,1294,9393,1988
7.12,6.306,39.99,1297,1331,2016
6.94,6.305,19.99,1299,1587,2010
6.78,6.304,34.95,1302,2086,2008
7.03,6.304,24.99,1303,1634,2017
6.93,6.304,79.99,1304,1711,2014
6.77,6.304,42.99,1305,2191,2003
6.96,6.303,39.99,1306,1529,2015
6.82,6.303,69.99,1307,1900,2000
6.99,6.303,19.99,1308,1457,2003
6.70,6.303,29.99,1309,2629,2007
7.21,6.302,37.99,1311,1309,2011
6.93,6.302,24.99,1313,1666,2012
7.15,6.301,34.95,1314,1301,2005
7.87,6.301,55.00,1316,689,2010
7.59,6.301,85.00,1317,821,2011
6.54,6.301,39.99,1318,4590,2008
6.73,6.300,34.95,1319,2640,2009
7.19,6.299,49.00,1321,1120,2017
7.72,6.298,99.99,1322,742,2011
7.80,6.298,28.95,1323,729,2014
6.70,6.297,19.99,1329,2639,2014
7.38,6.296,20.99,1331,983,2017
6.73,6.295,49.99,1332,2646,2012
6.89,6.293,59.99,1333,1610,2010
6.63,6.293,59.99,1334,3026,2012
6.75,6.293,62.99,1335,2106,2010
6.57,6.292,19.95,1337,3945,2015
6.61,6.291,11.95,1338,3198,1999
6.96,6.291,69.99,1339,1495,2012
6.78,6.290,49.99,1341,1985,2012
7.03,6.288,24.99,1345,1375,2015
6.75,6.287,19.99,1346,2276,2010
6.58,6.286,12.99,1349,4097,1986
6.80,6.284,25.12,1355,2035,2016
6.70,6.284,19.99,1358,2784,2012
7.44,6.283,44.99,1359,868,1992
6.73,6.283,49.95,1361,2277,2010
6.64,6.280,34.99,1364,2587,2009
6.67,6.279,29.99,1365,2477,2009
6.70,6.278,21.99,1366,2349,2015
6.80,6.278,39.99,1367,1877,2012
6.65,6.278,44.99,1368,2813,2005
7.53,6.275,102.99,1371,874,2013
6.92,6.273,24.99,1375,1563,2015
6.63,6.272,29.99,1378,2842,2015
6.97,6.272,14.95,1381,1345,2017
6.60,6.270,35.99,1383,2859,2009
7.81,6.270,39.95,1384,757,2018
6.91,6.270,62.99,1385,1519,2010
7.16,6.268,40.00,1390,1083,2017
6.57,6.267,34.95,1391,3391,2012
7.06,6.267,49.99,1392,1220,2017
7.23,6.266,39.95,1394,1000,2016
6.92,6.266,49.99,1395,1519,2010
6.72,6.265,34.99,1397,2114,2004
6.76,6.264,69.99,1399,1880,2011
6.85,6.262,29.99,1401,1667,2013
6.57,6.261,29.99,1403,4661,2012
6.64,6.261,59.95,1405,2990,2010
6.81,6.260,54.99,1406,1706,2007
6.62,6.260,25.99,1407,2680,1994
7.38,6.260,54.99,1408,866,2016
7.42,6.260,87.72,1409,827,2009
6.91,6.259,29.99,1412,1442,2008
6.69,6.257,59.95,1418,2498,1985
6.89,6.256,79.99,1419,1658,2018
6.78,6.255,15.99,1420,1993,1848
6.90,6.255,19.99,1421,1572,2015
6.92,6.255,35.00,1422,1964,2009
6.66,6.254,9.99,1423,2376,2014
7.33,6.249,85.00,1428,896,2004
7.31,6.249,29.99,1429,924,2015
7.20,6.247,24.99,1432,1198,2014
6.53,6.247,35.00,1433,3572,2010
6.72,6.247,49.99,1435,2002,2009
7.05,6.247,54.95,1436,1176,2013
7.28,6.245,22.00,1440,906,2013
6.79,6.243,49.95,1442,1813,2011
7.66,6.243,47.53,1444,809,2018
7.49,6.242,29.99,1449,780,2013
7.08,6.238,60.00,1456,1210,2018
6.80,6.237,49.99,1457,1607,2007
6.62,6.236,24.99,1460,2450,1983
6.68,6.235,79.95,1463,2360,2009
6.83,6.235,45.00,1464,1657,2017
6.82,6.235,11.99,1465,1609,2009
6.81,6.234,50.00,1466,1562,2005
7.56,6.233,150.00,1468,947,2016
6.64,6.233,34.95,1470,2217,2005
6.39,6.232,16.99,1471,7439,1903
6.52,6.232,34.95,1472,4606,1987
6.79,6.231,24.99,1473,1577,2007
6.88,6.230,49.99,1475,1684,2009
6.78,6.229,59.99,1478,1779,2014
6.44,6.228,32.99,1480,5496,1987
6.52,6.228,10.31,1481,3375,2013
6.74,6.227,49.99,1483,1780,1985
6.39,6.226,31.99,1484,8595,1986
6.91,6.226,29.99,1485,1345,2013
6.82,6.226,64.99,1486,1515,2014
6.89,6.223,49.95,1495,1575,1983
7.65,6.222,65.00,1497,649,2011
6.92,6.221,39.99,1499,1294,2010
6.79,6.220,39.99,1504,1530,2011
7.20,6.220,59.95,1505,944,1991
6.47,6.219,24.99,1506,3783,2001
6.83,6.218,32.99,1507,1505,2005
7.26,6.218,49.99,1508,877,2017
7.01,6.217,50.00,1509,1238,2014
6.60,6.217,44.99,1511,2504,1997
6.93,6.215,59.99,1513,1228,2013
6.64,6.214,17.00,1516,2541,1977
7.12,6.212,54.99,1518,980,2010
7.30,6.210,34.99,1522,818,2016
7.87,6.210,49.99,1524,578,2012
7.16,6.210,26.38,1526,942,2016
6.77,6.208,17.99,1530,1551,1998
8.10,6.207,59.99,1531,486,2018
6.87,6.206,59.95,1535,1309,2010
8.08,6.205,39.99,1536,526,2019
6.62,6.205,35.00,1537,2089,2002
7.10,6.205,45.00,1538,991,1991
7.37,6.203,39.99,1542,790,2009
7.92,6.203,75.00,1543,541,2017
6.36,6.203,24.99,1544,11858,2005
6.74,6.201,29.99,1545,1631,2014
6.55,6.201,17.14,1547,3623,2015
