games
avg_rating,geek_rating,name,price,rank,voting,year
8.91,8.611,Gloomhaven,140,1,24184,2017
8.91,8.612,Gloomhaven,,1,24206,2017
8.65,8.491,Pandemic Legacy: Season 1,69.99,2,30715,2015
8.65,8.491,Pandemic Legacy: Season 1,,2,30730,2015
8.54,8.258,Through the Ages: A New Story of Civilization,69.95,3,15392,2015
8.54,8.258,Through the Ages: A New Story of Civilization,,3,15404,2015
8.4,8.241,Terraforming Mars,69.95,4,37714,2016
8.4,8.241,Terraforming Mars,,4,37736,2016
8.33,8.175,Twilight Struggle,64.99,5,34100,2005
8.33,8.175,Twilight Struggle,,5,34112,2005
8.45,8.162,Star Wars: Rebellion,99.95,6,16323,2016
8.45,8.162,Star Wars: Rebellion,,6,16327,2016
8.56,8.125,Gaia Project,83.97,7,8919,2017
8.56,8.126,Gaia Project,,7,8940,2017
8.29,8.12,Scythe,90,8,38697,2016
8.29,8.12,Scythe,,8,38726,2016
8.29,8.078,Great Western Trail,69.95,9,18738,2016
8.29,8.078,Great Western Trail,,9,18753,2016
8.73,8.067,Twilight Imperium (Fourth Edition),149.95,10,6331,2017
8.74,8.069,Twilight Imperium (Fourth Edition),,10,6339,2017
8.2,8.05,Terra Mystica,79.99,11,32323,2012
8.2,8.05,Terra Mystica,,11,32329,2012
8.42,8.031,War of the Ring (Second Edition),89.99,12,9667,2012
8.42,8.031,War of the Ring (Second Edition),,12,9673,2012
8.13,8.012,The Castles of Burgundy,41.99,13,36243,2011
8.13,8.012,The Castles of Burgundy,,13,36256,2011
8.13,7.992,7 Wonders Duel,29.99,14,39907,2015
8.13,7.991,7 Wonders Duel,,14,39930,2015
8.38,7.991,Spirit Island,79.95,15,10314,2017
8.38,7.991,Spirit Island,,15,10347,2017
8.62,7.978,Brass: Birmingham,59,16,5203,2018
8.62,7.98,Brass: Birmingham,,16,5218,2018
8.43,7.941,The 7th Continent,,17,8762,2017
8.43,7.942,The 7th Continent,,17,8766,2017
8.14,7.927,Viticulture Essential Edition,60,18,17058,2015
8.14,7.927,Viticulture Essential Edition,,18,17068,2015
8.1,7.926,Concordia,64.99,19,19487,2013
8.1,7.926,Concordia,,19,19504,2013
8.04,7.923,Puerto Rico,44.99,20,56057,2002
8.04,7.923,Puerto Rico,,20,56067,2002
8.23,7.921,Arkham Horror: The Card Game,39.95,21,17036,2016
8.23,7.921,Arkham Horror: The Card Game,,21,17047,2016
8.07,7.909,Caverna: The Cave Farmers,97,22,23429,2013
8.07,7.909,Caverna: The Cave Farmers,,22,23433,2013
8.12,7.908,Brass: Lancashire,59.99,23,14830,2007
8.12,7.908,Brass: Lancashire,,23,14833,2007
8.1,7.894,Mage Knight Board Game,124.99,24,23306,2011
8.1,7.894,Mage Knight Board Game,,24,23311,2011
7.99,7.889,Agricola,79.71,25,56651,2007
7.99,7.889,Agricola,,25,56653,2007
8.16,7.878,Mansions of Madness: Second Edition,99.95,26,16223,2016
8.16,7.878,Mansions of Madness: Second Edition,,26,16230,2016
8.08,7.875,Orléans,59.99,27,15618,2014
8.08,7.875,Orléans,,27,15634,2014
8.18,7.857,A Feast for Odin,99.99,28,10873,2016
8.18,7.857,A Feast for Odin,,28,10880,2016
8.18,7.85,Food Chain Magnate,,29,9477,2015
8.18,7.851,Food Chain Magnate,,29,9486,2015
8.03,7.85,Blood Rage,79.99,30,25195,2015
8.03,7.85,Blood Rage,,30,25209,2015
8.13,7.816,Mechs vs. Minions,,31,11020,2016
8.14,7.817,Mechs vs. Minions,,31,11025,2016
8.27,7.81,Pandemic Legacy: Season 2,79.99,32,6971,2017
8.81,7.81,Kingdom Death: Monster,,32,5769,2015
8.81,7.809,Kingdom Death: Monster,,33,5769,2015
8.26,7.81,Pandemic Legacy: Season 2,,33,6981,2017
8.08,7.807,Star Wars: Imperial Assault,99.99,34,16409,2014
8.08,7.807,Star Wars: Imperial Assault,,34,16411,2014
7.99,7.803,Through the Ages: A Story of Civilization,69.99,35,16842,2006
7.99,7.803,Through the Ages: A Story of Civilization,,35,16843,2006
7.89,7.802,Power Grid,44.99,36,49624,2004
7.89,7.801,Power Grid,,36,49631,2004
7.94,7.785,Azul,39.99,37,26641,2017
7.94,7.785,Azul,,37,26697,2017
7.93,7.778,Tzolk'in: The Mayan Calendar,59.95,38,24217,2012
7.93,7.778,Tzolk'in: The Mayan Calendar,,38,24224,2012
7.95,7.777,Eclipse,99,39,23897,2011
7.95,7.777,Eclipse,,39,23900,2011
7.89,7.754,Le Havre,70,40,22935,2008
7.89,7.755,Le Havre,,40,22938,2008
7.91,7.745,Robinson Crusoe: Adventures on the Cursed Island,65,41,26436,2012
7.91,7.745,Robinson Crusoe: Adventures on the Cursed Island,,41,26441,2012
7.94,7.731,The Voyages of Marco Polo,59.99,42,15207,2015
7.94,7.731,The Voyages of Marco Polo,,42,15216,2015
8.07,7.71,Clans of Caledonia,69.99,43,8695,2017
7.9,7.71,Android: Netrunner,,43,24176,2012
7.9,7.71,Android: Netrunner,39.95,44,24174,2012
8.07,7.71,Clans of Caledonia,,44,8703,2017
7.78,7.691,7 Wonders,49.99,45,68267,2010
7.78,7.691,7 Wonders,,45,68283,2010
7.86,7.676,Keyflower,,46,15767,2012
7.86,7.676,Keyflower,,46,15771,2012
7.76,7.663,Race for the Galaxy,34.99,47,40333,2007
7.76,7.664,Race for the Galaxy,,47,40340,2007
7.81,7.662,Caylus,54.99,48,24531,2005
7.81,7.663,Caylus,,48,24539,2005
7.85,7.659,Dominant Species,79.99,49,15576,2010
7.85,7.659,Dominant Species,,49,15580,2010
8.14,7.648,Fields of Arle,79.99,50,5680,2014
8.14,7.648,Fields of Arle,,50,5682,2014
7.77,7.647,Lords of Waterdeep,49.99,51,38217,2012
7.77,7.647,Lords of Waterdeep,,51,38223,2012
8.12,7.644,Anachrony,65,52,6699,2017
8.12,7.643,Anachrony,,52,6709,2017
8.02,7.642,Rising Sun,99.99,53,10262,2018
8.02,7.642,Rising Sun,,53,10279,2018
7.87,7.641,Twilight Imperium (Third Edition),89.95,54,17179,2005
7.87,7.642,Twilight Imperium (Third Edition),,54,17182,2005
7.78,7.64,Five Tribes,59.99,55,25404,2014
7.78,7.64,Five Tribes,,55,25411,2014
7.86,7.634,Eldritch Horror,59.99,56,23366,2013
7.86,7.634,Eldritch Horror,,56,23373,2013
7.78,7.629,El Grande,99.99,57,21103,1995
7.78,7.629,El Grande,,57,21107,1995
7.72,7.628,Codenames,19.95,58,50174,2015
7.72,7.627,Codenames,,58,50204,2015
7.82,7.614,Clank!: A Deck-Building Adventure,60,59,16622,2016
8.09,7.614,Root,,59,6601,2018
8.1,7.614,Root,60,60,6575,2018
7.82,7.614,Clank!: A Deck-Building Adventure,,60,16633,2016
7.74,7.61,Dominion: Intrigue,39.95,61,26934,2009
7.74,7.61,Dominion: Intrigue,,61,26935,2009
7.72,7.604,Patchwork,27.99,62,32953,2014
7.72,7.604,Patchwork,,62,32969,2014
8.02,7.6,The Gallerist,79.99,63,6636,2015
8.02,7.6,The Gallerist,,63,6639,2015
7.93,7.597,Mombasa,44.99,64,8488,2015
7.93,7.596,Mombasa,,64,8493,2015
7.74,7.592,Battlestar Galactica: The Board Game,49.95,65,29631,2008
7.74,7.592,Battlestar Galactica: The Board Game,,65,29635,2008
7.73,7.587,Roll for the Galaxy,,66,21177,2014
7.73,7.587,Roll for the Galaxy,,66,21181,2014
7.8,7.58,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,49.99,67,13330,1981
7.8,7.58,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,,67,13337,1981
7.77,7.577,T.I.M.E Stories,49.99,68,18738,2015
7.77,7.577,T.I.M.E Stories,,68,18746,2015
7.76,7.574,Troyes,59.99,69,14959,2010
7.76,7.574,Troyes,,69,14967,2010
7.79,7.565,Russian Railroads,,70,12027,2013
7.79,7.565,Russian Railroads,,70,12029,2013
7.71,7.56,Tigris & Euphrates,59.95,71,23001,1997
7.71,7.56,Tigris & Euphrates,,71,23003,1997
7.78,7.554,Trajan,70,72,12442,2011
7.78,7.554,Trajan,,72,12445,2011
7.77,7.552,Star Wars: X-Wing Miniatures Game,39.99,73,20658,2012
7.77,7.552,Star Wars: X-Wing Miniatures Game,,73,20658,2012
7.64,7.547,Pandemic,39.99,74,82354,2008
7.64,7.547,Pandemic,,74,82383,2008
7.65,7.545,Dominion,44.95,75,67710,2008
7.65,7.545,Dominion,,75,67715,2008
7.69,7.541,Dead of Winter: A Crossroads Game,59.99,76,32436,2014
8.17,7.545,Wingspan,,76,4783,2019
8.16,7.539,Wingspan,55,77,4708,2019
7.69,7.541,Dead of Winter: A Crossroads Game,,77,32445,2014
7.79,7.527,Crokinole,,78,9382,1876
7.79,7.527,Crokinole,,78,9384,1876
8,7.522,Pandemic: Iberia,49.99,79,5999,2016
8,7.522,Pandemic: Iberia,,79,6001,2016
7.75,7.522,Kemet,69.99,80,13033,2012
7.75,7.521,Kemet,,80,13040,2012
8.2,7.513,Lisboa,99.99,81,3949,2017
8.2,7.514,Lisboa,,81,3954,2017
7.73,7.5,Descent: Journeys in the Dark (Second Edition),79.95,82,19163,2012
7.73,7.5,Descent: Journeys in the Dark (Second Edition),,82,19165,2012
7.6,7.496,Stone Age,49.99,83,37865,2008
7.6,7.496,Stone Age,,83,37877,2008
7.99,7.495,Forbidden Stars,,84,5970,2015
7.99,7.495,Forbidden Stars,,84,5972,2015
8.14,7.494,Agricola (Revised Edition),79.71,85,4500,2016
8.14,7.495,Agricola (Revised Edition),,85,4507,2016
7.7,7.486,Alchemists,,86,14510,2014
7.7,7.485,Alchemists,,86,14514,2014
7.82,7.48,Raiders of the North Sea,50,87,8311,2015
7.82,7.48,Raiders of the North Sea,,87,8323,2015
7.92,7.477,Yokohama,,88,5757,2016
7.92,7.478,Yokohama,,88,5763,2016
7.78,7.474,War of the Ring (First Edition),89.99,89,9455,2004
7.78,7.474,War of the Ring (First Edition),,89,9455,2004
7.8,7.473,Legendary Encounters: An Alien Deck Building Game,59.99,90,9123,2014
7.8,7.474,Legendary Encounters: An Alien Deck Building Game,,90,9126,2014
7.61,7.473,Star Realms,14.99,91,28018,2014
7.61,7.473,Star Realms,,91,28022,2014
7.63,7.469,Castles of Mad King Ludwig,59.99,92,18653,2014
7.63,7.469,Castles of Mad King Ludwig,,92,18656,2014
7.61,7.464,Istanbul,49.99,93,19635,2014
7.61,7.464,Istanbul,,93,19645,2014
7.8,7.464,Champions of Midgard,59.99,94,8557,2015
7.8,7.464,Champions of Midgard,,94,8561,2015
7.65,7.464,Santorini,29.99,95,16973,2016
7.65,7.464,Santorini,,95,16990,2016
7.66,7.463,A Game of Thrones: The Board Game (Second Edition),53.95,96,23775,2011
7.66,7.463,A Game of Thrones: The Board Game (Second Edition),,96,23788,2011
7.63,7.457,The Resistance: Avalon,19.99,97,22269,2012
7.63,7.457,The Resistance: Avalon,,97,22277,2012
8.06,7.455,Aeon's End,49.99,98,4921,2016
8.06,7.455,Aeon's End,,98,4932,2016
7.78,7.453,Grand Austria Hotel,,99,8195,2015
7.78,7.453,Grand Austria Hotel,,99,8203,2015
7.56,7.447,Ticket to Ride: Europe,,100,46930,2005
7.56,7.447,Ticket to Ride: Europe,,100,46946,2005
6.97,6.845,Coloretto,14.95,501,15865,2003
7.3,6.844,Coal Baron,44.99,502,3794,2013
7.24,6.843,Warhammer: Invasion,49.99,503,5437,2009
8.24,6.843,D-Day at Omaha Beach,75,504,1280,2009
8,6.838,Warhammer Underworlds: Shadespire,,505,1912,2017
7.39,6.838,Citadels,29.99,506,3563,2016
7.06,6.837,Between Two Cities,35,507,7797,2015
7.42,6.836,Yedo,,508,3084,2012
7.78,6.836,Stuffed Fables,69.95,509,1973,2018
7.35,6.835,Panamax,37.99,510,3157,2014
7.28,6.835,Vast: The Crystal Caverns,59.95,511,4342,2016
7.12,6.834,Cacao,34.99,512,6315,2015
8.06,6.834,Virgin Queen,88.99,513,1421,2012
7.45,6.834,Super Motherload,41.06,514,2735,2015
7.16,6.834,Onirim (second edition),24.99,515,5854,2014
7.62,6.833,Summoner Wars: Guild Dwarves vs Cave Goblins,24.99,516,2203,2009
7.25,6.833,Star Wars: The Card Game,39.95,517,4892,2012
7.71,6.833,Churchill,80.1,518,1954,2015
8.07,6.833,Combat Commander: Pacific,,519,1323,2008
7.34,6.832,The Oracle of Delphi,41.59,520,3262,2016
7.29,6.831,Dungeons & Dragons: The Legend of Drizzt Board Game,64.99,521,4917,2011
7.29,6.83,Tinners' Trail,,522,3644,2008
7.54,6.828,Brew Crafters,59.99,523,2357,2013
8.01,6.827,Conflict of Heroes: Awakening the Bear! (second edition),90,524,1549,2012
7.53,6.826,Saint Petersburg (second edition),,525,2328,2014
7.64,6.826,Legendary: Villains – A Marvel Deck Building Game,59.99,526,2283,2014
7.23,6.825,Tribune: Primus Inter Pares,,527,4209,2007
7.46,6.825,Valeria: Card Kingdoms,50,528,2787,2016
7.56,6.824,Friedrich,74.95,529,2368,2004
7.49,6.824,Squad Leader,,530,2932,1977
7.25,6.823,Exit: The Game – The Secret Lab,14.95,531,3823,2016
7.44,6.822,13 Days: The Cuban Missile Crisis,,532,2790,2016
7.23,6.821,One Deck Dungeon,25,533,4942,2016
7.23,6.82,Union Pacific,,534,4076,1999
7.27,6.82,Yamataï,,535,3936,2017
7.27,6.819,The Networks,39.91,536,3798,2016
7.55,6.818,Black Orchestra,60,537,2491,2016
7.59,6.818,Cryptid,35,538,2211,2018
7.41,6.817,Century: Eastern Wonders,,539,2947,2018
7.31,6.817,ZÈRTZ,34.99,540,3627,1999
7.09,6.816,Carcassonne: The Castle,36.99,541,6971,2003
7.04,6.816,The Mind,12.99,542,8007,2018
7.4,6.815,Age of Industry,64.99,543,2765,2010
8.07,6.815,Pax Renaissance,,544,1361,2016
7.05,6.814,Diplomacy,29.99,545,11117,1959
7.36,6.812,Smash Up: Science Fiction Double Feature,22.99,546,3346,2014
7.03,6.812,Ascension: Deckbuilding Game,39.99,547,10448,2010
7.21,6.811,Mexica,,548,4308,2002
7.91,6.81,Arkwright,,549,1492,2014
7.03,6.809,Jambo,24.99,550,7677,2004
7.11,6.808,Spyrium,34.99,551,5303,2013
7.05,6.808,Blue Moon City,,552,7147,2006
7.16,6.805,Kanagawa,,553,4968,2016
7.09,6.804,Deep Sea Adventure,,554,6509,2014
7.14,6.803,Reef Encounter,,555,4785,2004
6.95,6.801,Wits & Wagers,34.99,556,11879,2005
7.46,6.801,Bridge,,557,2733,1908
7.87,6.8,Wir sind das Volk!,,558,1555,2014
7.09,6.8,XCOM: The Board Game,59.99,559,6780,2015
7.62,6.799,Heroscape Master Set: Swarm of the Marro,39.99,560,2143,2007
7.1,6.796,HeroQuest,202,561,9629,1989
7.79,6.796,Telestrations: 12 Player Party Pack,39.99,562,1668,2011
6.99,6.796,Space Hulk: Death Angel – The Card Game,24.95,563,11164,2010
7.07,6.792,Finca,39.95,564,6252,2009
6.91,6.791,Blokus,19.99,565,19822,2000
7.31,6.79,Caverna: Cave vs Cave,28,566,3141,2017
7.55,6.79,Nusfjord,70,567,2116,2017
7.2,6.79,Carcassonne: The City,39.99,568,4013,2004
7.1,6.789,Genoa,,569,5712,2001
6.96,6.789,Cah 'n Guns (Second Edition),,570,10298,2014
7.18,6.789,Lords of Xidit,59.99,571,4181,2014
7.72,6.788,Newton,,572,1711,2018
7.15,6.788,Maharaja: The Game of Palace Building in India,44.99,573,4700,2004
7.27,6.788,Homesteaders,,574,3220,2009
7.29,6.787,Marvel Dice Masters: Uncanny X-Men,15.99,575,3470,2014
7.26,6.786,Hyperborea,,576,3697,2014
7.19,6.784,Scoville,59.99,577,4070,2014
7.11,6.784,FUSE,30,578,5362,2015
7.86,6.783,Dice Throne: Season One,49.99,579,2183,2018
7.18,6.782,San Marco,,580,4035,2001
7.29,6.782,Tragedy Looper,,581,3474,2011
7.18,6.782,Adrenaline,47.82,582,4301,2016
7.31,6.781,Web of Power,,583,3208,2000
7.7,6.78,Polis: Fight for the Hegemony,59.99,584,1839,2012
6.96,6.778,Red7,12.99,585,9775,2014
7.2,6.776,Tiny Epic Quest,35,586,4410,2017
7.04,6.774,Cribbage,12.99,587,7050,1630
6.97,6.774,Thunderstone,44.99,588,9613,2009
7.12,6.772,Santiago,39.99,589,4606,2003
7.44,6.771,Space Base,39.99,590,2528,2018
7.51,6.771,Outlive,,591,2453,2017
7.32,6.77,Ascension: Storm of Souls,39.99,592,3158,2011
7.2,6.77,Core Worlds,44.95,593,3698,2011
7.79,6.768,Star Trek: Ascendancy,,594,1889,2016
7.33,6.767,Dragon Castle,49.99,595,3020,2017
7.08,6.767,Louis XIV,29.99,596,5179,2005
7.83,6.766,Leaving Earth,,597,1601,2015
7.21,6.764,Legacy: The Testament of Duke de Crecy,43.99,598,3619,2013
7.21,6.764,The Palaces of Carrara,,599,3499,2012
7.18,6.763,Hawaii,49.99,600,3815,2011
7.18,6.763,Dungeons & Dragons: Wrath of Ashardalon Board Game,64.99,601,5268,2011
6.97,6.763,Last Night on Earth: The Zombie Game,59.95,602,13010,2007
7.36,6.762,Thunder Alley,69.99,603,2733,2014
7.03,6.761,Flick 'em Up!,69.99,604,6189,2015
7.21,6.758,Britannia,,605,3849,1986
7.23,6.757,CO₂,,606,3401,2012
8.01,6.756,Zombicide: Green Horde,99.99,607,1599,2018
6.92,6.754,Liar's Dice,34.99,608,11091,1800
7.09,6.754,Not Alone,29.95,609,5428,2016
6.88,6.753,6 nimmt!,,610,15312,1994
7.27,6.753,Reef,39.99,611,3187,2018
7.29,6.751,Ex Libris,60,612,3035,2017
7.02,6.751,Oh My Goods!,15,613,6452,2015
7.14,6.75,Container,,614,4031,2007
7.54,6.749,Legendary Encounters: A Predator Deck Building Game,59.99,615,2060,2015
7,6.749,Ricochet Robots,49.99,616,7193,1999
7.84,6.749,Sidereal Confluence: Trading and Negotiation in the Elysian Quadrant,64.99,617,1482,2017
7.11,6.748,The Castles of Burgundy: The Card Game,13.49,618,4561,2016
7.31,6.747,Akrotiri,29.99,619,2813,2014
7.97,6.745,Arkham Horror (Third Edition),64.95,620,1589,2018
7.55,6.745,Star Wars: The Queen's Gambit,,621,1994,2000
7.37,6.745,Thunderstone: Dragonspire,,622,2545,2011
6.89,6.744,Roll Through the Ages: The Bronze Age,39.99,623,10844,2008
7.79,6.743,BattleCON: War of Indines,50,624,1577,2010
7.04,6.742,Celestia,29.99,625,5950,2015
7.31,6.74,Ascension: Return of the Fallen,29.99,626,2970,2011
7.07,6.737,Dream Factory,,627,4751,2000
6.97,6.737,Lanterns: The Harvest Festival,34.99,628,7654,2015
7.01,6.736,Attika,32.99,629,6150,2003
7.46,6.736,The Others,99.99,630,2655,2016
6.89,6.736,Concept,39.99,631,11912,2013
6.99,6.734,Formula Dé,59.99,632,7444,1991
7.1,6.733,Antike,,633,4456,2005
7.03,6.732,Morels,,634,5964,2012
6.82,6.732,Forbidden Island,17.99,635,34982,2010
7.06,6.73,La Città,,636,4902,2000
7.26,6.728,Tammany Hall,,637,2979,2007
7.14,6.728,Discoveries: The Journals of Lewis and Clark,,638,3715,2015
7.32,6.727,Pictomania,,639,2603,2011
7.18,6.727,Tumblin-Dice,,640,3449,2004
7.2,6.726,Stronghold,,641,3245,2009
7.91,6.725,Pandemic: Fall of Rome,49.99,642,1348,2018
7.34,6.725,Smash Up: Pretty Pretty Smash Up,19.99,643,2737,2015
7.2,6.722,Merchant of Venus (second edition),79.95,644,3306,2012
7.53,6.718,Dogs of War,59.99,645,1962,2014
7.46,6.717,Signorie,,646,2031,2015
7.45,6.716,Netrunner,39.95,647,2225,1996
7.12,6.716,Fabled Fruit,37.08,648,3860,2016
6.99,6.715,Snow Tails,54.99,649,5542,2008
7.33,6.715,Fugitive,,650,2504,2017
7.36,6.714,Smash Up: Monster Smash,19.99,651,2550,2014
7.05,6.714,The Speicherstadt,,652,4453,2010
6.83,6.714,Diamant,25.99,653,14567,2005
7.61,6.713,Zombicide Season 3: Rue Morgue,99.99,654,2024,2015
7.4,6.713,Automobiles,49.99,655,2195,2016
7.73,6.711,Wilderness War,60,656,1547,2001
6.85,6.71,Zooloretto,44.99,657,12913,2007
7.16,6.71,Mint Works,24.99,658,3647,2017
7.13,6.709,Rex: Final Days of an Empire,59.95,659,3835,2012
7.24,6.707,5-Minute Dungeon,,660,3695,2017
7.12,6.707,History of the World,,661,4196,1991
7.23,6.706,Tide of Iron,99.95,662,3622,2007
7.09,6.705,Wiz-War (eighth edition),49.95,663,4293,2012
6.97,6.705,Rhino Hero,13.99,664,6275,2011
7.03,6.703,Mahjong,46.59,665,5676,1850
7.42,6.703,Sid Meier's Civilization: A New Dawn,49.95,666,2449,2017
6.95,6.702,Mr. Jack Pocket,14.99,667,6516,2010
8,6.701,Space Hulk (fourth edition),99.99,668,1350,2014
6.98,6.7,Dungeons & Dragons: Castle Ravenloft Board Game,64.99,669,7768,2010
7.1,6.697,Vinci,,670,3831,1999
7.32,6.696,Battles of Westeros,51.99,671,2618,2010
7.22,6.695,A Study in Emerald,,672,2900,2013
7.39,6.694,"Warhammer 40,000: Conquest",42.99,673,2506,2014
6.84,6.694,Can't Stop,39.99,674,10780,1980
7.27,6.694,The Pursuit of Happiness,59.95,675,2636,2015
7.4,6.692,Unfair,49.99,676,2674,2017
7.41,6.691,Princes of the Renaissance,39.44,677,2042,2003
7.01,6.69,Manila,44.99,678,5039,2005
7.57,6.686,Carpe Diem,,679,1708,2018
7.27,6.685,Mr. Jack in New York,42.99,680,2674,2009
6.98,6.684,Cottage Garden,,681,5217,2016
6.92,6.683,High Society,,682,6275,1995
7.1,6.679,Valley of the Kings,19.99,683,3543,2014
7.56,6.678,Wasteland Express Delivery Service,54.97,684,1843,2017
7.21,6.677,Shadowrun: Crossfire,59.99,685,3004,2014
7.16,6.673,Battle Cry,,686,3331,1999
7.4,6.672,Massive Darkness,119.99,687,2959,2017
7.04,6.67,Black Fleet,69.99,688,4214,2014
7.64,6.669,Catacombs (third edition),,689,1545,2015
7.25,6.667,World's Fair 1893,40,690,2580,2016
6.89,6.665,Qwixx,11.99,691,6848,2012
7.96,6.665,A Distant Plain,,692,1155,2013
7.45,6.665,Gold West,59.99,693,1791,2015
7.03,6.664,Metropolys,,694,3833,2008
7.01,6.664,China,,695,4170,2005
7.29,6.663,Fog of Love,,696,2567,2017
7.02,6.662,Loony Quest,,697,4283,2015
6.9,6.66,Terror in Meeple City,59.99,698,6643,2013
6.81,6.66,Smash Up,34.99,699,20399,2012
7.01,6.66,Rivals for Catan,24.99,700,4799,2010
7.26,6.658,Islebound,49.99,701,2407,2016
7.03,6.658,The Big Book of Madness,39.99,702,4423,2015
7.37,6.658,1812: The Invasion of Canada,69.99,703,2032,2012
7.74,6.657,Conflict of Heroes: Storms of Steel! – Kursk 1943,,704,1394,2009
6.79,6.656,Qwirkle,,705,13351,2006
6.9,6.655,Wizard,14.99,706,6749,1984
7.85,6.653,No Retreat! The Russian Front,,707,1274,2011
7.12,6.653,Via Nebula,31.43,708,3083,2016
7.24,6.652,Ninjato,57.28,709,2487,2011
7.5,6.652,Level 7 [Omega Protocol],89.99,710,1737,2013
6.95,6.651,Parade,19.99,711,4971,2007
7.3,6.65,Manoeuvre,,712,2224,2008
7.03,6.647,DC Comics Deck-Building Game,,713,5251,2012
6.98,6.647,Winner's Circle,,714,4601,2001
7.63,6.647,878 Vikings: Invasions of England,,715,1554,2017
7.05,6.645,Fauna,44.99,716,3614,2008
7.01,6.644,Domaine,49,717,4093,2003
7.4,6.643,Railroad Revolution,,718,1876,2016
7.07,6.643,Yggdrasil,54.99,719,3473,2011
6.99,6.642,Diamonds,24.99,720,4275,2014
6.97,6.641,The Bloody Inn,29.99,721,4646,2015
7.19,6.641,The Lost Expedition,,722,2846,2017
7.02,6.639,Eight-Minute Empire: Legends,29.99,723,3847,2013
6.73,6.639,"Hey, That's My Fish!",11.99,724,17475,2003
7.27,6.638,Zendo,,725,2297,2001
8.21,6.638,Betrayal Legacy,75,726,1061,2018
7.41,6.637,Warhammer Quest,,727,2216,1995
7.33,6.636,Witness,39.99,728,2050,2014
7.11,6.636,Tales & Games: The Hare & the Tortoise,29.99,729,3049,2011
7.97,6.635,Star Trek: Frontiers,79.99,730,1148,2016
7.41,6.634,Quartermaster General,49.99,731,1968,2014
7.36,6.633,Sons of Anarchy: Men of Mayhem,49.99,732,2149,2014
7.23,6.632,Vanuatu,,733,2359,2011
6.98,6.632,Nations: The Dice Game,33.16,734,4010,2014
7.72,6.631,Legend of the Five Rings: The Card Game,,735,1578,2017
6.78,6.63,Quarriors!,,736,12451,2011
6.94,6.629,Caylus Magna Carta,,737,4645,2007
6.92,6.629,Steam Park,54.99,738,5003,2013
7.37,6.629,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,,739,2100,2014
7.28,6.628,Firenze,,740,2127,2010
7.06,6.628,Majesty: For the Realm,,741,3447,2017
7.12,6.628,Risk: Star Wars Edition,29.99,742,3028,2015
7.43,6.628,Axis & Allies Anniversary Edition,,743,2181,2008
7.02,6.627,Ikusa,,744,4609,1986
7.41,6.625,Ambush!,,745,2008,1983
7.03,6.624,Witch's Brew,,746,3489,2008
7.8,6.624,Tak,55,747,1441,2017
6.95,6.623,Primordial Soup,49.99,748,4404,1997
7.04,6.623,Linko!,13.99,749,3417,2014
7.22,6.622,Fields of Green,49.95,750,2319,2016
6.83,6.62,Loopin' Louie,,751,7497,1992
6.89,6.62,Runebound (Second Edition),49.99,752,7451,2005
7.04,6.62,Honshū,25,753,3360,2016
7.72,6.62,For the People,,754,1327,1998
6.88,6.62,Power Grid: Factory Manager,44.99,755,5564,2009
7.53,6.619,Trains: Rising Sun,,756,1507,2014
6.76,6.619,Lord of the Rings,,757,13088,2000
7.55,6.617,My Little Scythe,50,758,1665,2017
7.19,6.616,Planet Steam,59.99,759,2526,2008
7.2,6.616,Meeple Circus,49.99,760,2523,2017
8.51,6.615,Aeon's End: Legacy,69.99,761,796,2019
7.14,6.615,Peloponnes,,762,2557,2009
6.85,6.614,Dice Town,,763,6081,2009
6.99,6.614,Haggis,,764,3655,2010
7.93,6.613,Exit: The Game – Dead Man on the Orient Express,14.95,765,1036,2017
6.96,6.612,Fleet,24.99,766,4034,2012
6.98,6.612,NMBR 9,18.19,767,3868,2017
7.07,6.609,Keythedral,,768,2901,2002
7.36,6.609,Railroad Ink: Deep Blue Edition,19.99,769,1902,2018
7.68,6.609,Feudum,79.99,770,1567,2017
7.75,6.608,Pandemic: Rising Tide,49.99,771,1242,2017
7.62,6.608,AuZtralia,,772,1496,2018
7.07,6.608,Hamburgum,,773,2975,2007
7.12,6.608,Catacombs,54.99,774,2807,2010
7.38,6.606,Automania,,775,1783,2015
7.54,6.606,Kitchen Rush,60.16,776,1514,2017
7.06,6.605,Ultimate Werewolf: Ultimate Edition,,777,3432,2008
7.04,6.603,Two Rooms and a Boom,24.99,778,3461,2013
7.5,6.603,Eat Poop You Cat,,779,1494,1984
7.18,6.602,Strasbourg,,780,2334,2011
6.89,6.602,Hansa,39.99,781,4775,2004
7.36,6.602,Vikings Gone Wild,44.99,782,2214,2017
7.16,6.602,Liberté,,783,2472,2001
7.16,6.602,Merchant of Venus,,784,2544,1988
7.33,6.601,Rhino Hero: Super Battle,,785,1950,2017
6.88,6.601,Blueprints,29.99,786,5340,2013
6.85,6.601,Animal Upon Animal,25,787,5911,2005
7.1,6.6,Fortune and Glory: The Cliffhanger Game,99.99,788,3160,2011
6.94,6.599,Mission: Red Planet,,789,3951,2005
7.21,6.597,Dale of Merchants,20.06,790,2429,2015
6.95,6.597,Hacienda,39.99,791,3899,2005
7.57,6.597,Just One,24.99,792,1429,2018
6.83,6.597,Shadow Hunters,29.99,793,7307,2005
