games
avg_rating,geek_rating,name,price,rank,voting,year
6.99,6.136,The Capitals,,1727,945,2013
6.7,6.136,Dungeon Raiders,,1728,1619,2011
6.46,6.136,Pandemic: Contagion,,1729,2673,2014
6.92,6.136,Queen's Architect,,1730,1008,2015
6.98,6.135,Mini Rails,,1731,929,2017
6.79,6.134,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,,1732,1516,2015
6.69,6.134,World of Warcraft Trading Card Game,,1733,1774,2006
6.28,6.134,Taboo,,1734,8908,1989
7.14,6.133,March of the Ants,,1735,817,2015
6.86,6.133,Priests of Ra,,1736,1101,2009
6.72,6.133,Keltis: Das Kartenspiel,,1737,1386,2009
6.49,6.133,Funny Friends,,1738,2295,2005
7.24,6.132,Xenon Profiteer,,1739,705,2015
6.83,6.132,Outpost,,1740,1114,1991
7.16,6.131,Storm over Arnhem,,1741,816,1981
6.43,6.131,Pack & Stack,,1742,2714,2008
6.86,6.13,Grifters,,1743,1138,2015
6.36,6.13,Mississippi Queen,,1744,3593,1997
6.72,6.13,Circus Maximus,,1745,1500,1979
6.82,6.129,The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,,1746,1262,2013
6.85,6.129,Big Boggle,,1747,1180,1979
6.3,6.128,Loot,,1748,5437,1992
7.1,6.128,Tao Long: The Way of the Dragon,,1749,884,2017
7.33,6.127,Fate of the Elder Gods,,1750,693,2017
7.15,6.126,Dokmus,,1751,783,2016
6.76,6.126,Top Race,,1752,1211,1996
7.89,6.125,1754: Conquest – The French and Indian War,,1753,463,2017
6.5,6.125,The Awful Green Things From Outer Space,,1754,2430,1979
7,6.124,Greed Incorporated,,1755,841,2009
6.93,6.124,Ships,,1756,968,2015
6.61,6.124,Masters Gallery,,1757,1611,2009
7.04,6.124,Nightfall: Martial Law,,1758,837,2011
7.5,6.124,World at War: Eisenbach Gap,,1759,635,2007
6.91,6.123,Ubongo: Duel,,1760,977,2008
6.49,6.123,Joking Hazard,,1761,2984,2016
7.52,6.122,Cruel Necessity,,1762,598,2013
7.07,6.122,Super Dungeon Explore: Forgotten King,,1763,993,2015
6.68,6.122,Axis & Allies: Pacific,,1764,1852,2001
6.61,6.122,10 Days in Europe,,1765,1714,2002
7.83,6.121,Bios: Megafauna (Second Edition),,1766,464,2017
7.12,6.121,Assault on Doomrock,,1767,802,2014
7.11,6.12,Planetarium,,1768,833,2017
6.87,6.12,City of Remnants,,1769,1098,2013
7.11,6.12,Tempel des Schreckens,,1770,819,2016
6.67,6.119,Before the Wind,,1771,1418,2007
7.67,6.119,Time of Soccer,,1772,509,2014
7.3,6.119,Circle the Wagons,,1773,663,2017
6.89,6.118,Escape: Zombie City,,1774,1032,2014
6.85,6.117,Viva Topo!,,1775,1075,2002
6.72,6.117,Cavum,,1776,1281,2008
7.71,6.116,Legendary: Buffy The Vampire Slayer,,1777,544,2017
6.56,6.116,10 Days in Africa,,1778,1840,2003
7.84,6.116,The Great War,,1779,485,2015
6.74,6.115,Clue: The Great Museum Caper,,1780,1362,1991
6.88,6.114,Black Gold,,1781,1019,2011
6.84,6.114,Grand Cru,,1782,1024,2010
6.6,6.114,Progress: Evolution of Technology,,1783,1638,2014
6.79,6.113,Blood Bowl (Second Edition),,1784,1262,1988
6.84,6.113,Expedition,,1785,1043,1996
8.04,6.113,Comanchería: The Rise and Fall of the Comanche Empire,,1786,420,2016
6.69,6.112,Völuspá,,1787,1348,2012
6.78,6.112,Evolution: The Beginning,,1788,1208,2016
6.83,6.112,Illusion,,1789,1050,2018
6.47,6.112,Tannhäuser,,1790,2952,2007
6.5,6.112,Kingmaker,,1791,2718,1974
6.54,6.112,Entdecker: Exploring New Horizons,,1792,1869,2001
6.39,6.111,Flip City,,1793,3061,2014
6.67,6.111,Colony,,1794,1444,2016
6.77,6.111,Karmaka,,1795,1421,2016
7.6,6.111,Exit: The Game – The Sinister Mansion,,1796,504,2018
7.28,6.111,Pixie Queen,,1797,721,2017
6.72,6.11,My First Stone Age,,1798,1323,2016
7.11,6.11,Invasion from Outer Space: The Martian Game,,1799,817,2010
6.62,6.11,Maori,,1800,1446,2009
6.95,6.109,A Brief History of the World,,1801,877,2009
7.88,6.109,Pursuit of Glory,,1802,455,2008
7.21,6.107,Carnival Zombie,,1803,709,2013
6.54,6.107,Fuji Flush,,1804,1746,2016
7.02,6.107,Crypt,,1805,983,2018
6.6,6.106,Dutch Blitz,11.99,1806,1870,1960
6.9,6.105,Speed Circuit,,1807,1052,1971
6.72,6.105,Tesla vs. Edison: War of Currents,56.94,1808,1266,2015
6.69,6.104,Pagoda,25.47,1809,1269,2014
6.51,6.104,Unusual Suspects,29.99,1810,1905,2015
6.47,6.104,Cloud 9,24.99,1811,2156,1999
7.41,6.103,Dungeon Command: Tyranny of Goblins,39.99,1812,630,2012
6.55,6.103,Iliad,21.99,1813,1796,2006
7.34,6.102,Dungeon Saga: Dwarf King's Quest,,1814,829,2015
7.67,6.102,Clockwork Wars,,1815,504,2015
6.65,6.102,Best Treehouse Ever,,1816,1421,2015
6.63,6.102,Buffy the Vampire Slayer: The Game,,1817,1584,2000
6.82,6.101,Star Fleet Battles,,1818,1197,1979
6.5,6.101,Carcassonne: The Discovery,24.99,1819,2058,2005
6.67,6.101,WildLife,,1820,1332,2002
6.76,6.101,Africana,44.99,1821,1171,2012
6.54,6.101,Ivanhoe,25,1822,1736,2000
6.48,6.101,Risk: The Lord of the Rings Trilogy Edition,,1823,3040,2003
6.39,6.1,Airships,39.99,1824,2549,2007
6.55,6.1,The City,,1825,1671,2011
7.09,6.1,Petrichor,,1826,800,2018
6.96,6.1,Die Siedler von Nürnberg,,1827,871,1999
7.37,6.1,Pax Romana,,1828,615,2006
7,6.099,Salem 1692,,1829,944,2015
6.68,6.099,Dark Souls: The Board Game,159.99,1830,2428,2017
6.38,6.098,Star Fluxx,15.99,1831,4363,2011
6.71,6.098,Android: Mainframe,,1832,1264,2016
6.22,6.098,Zombie Dice,13.99,1833,14316,2010
6.62,6.097,Walk the Plank!,,1834,1580,2013
7.33,6.096,The Thing: Infection at Outpost 31,59.99,1835,758,2017
6.62,6.096,Galactic Emperor,54.95,1836,1375,2008
7.25,6.096,Seikatsu,39.99,1837,654,2017
6.92,6.096,Limes,,1838,888,2014
6.56,6.095,Space Dealer,,1839,1613,2006
6.61,6.095,Rheinländer,49.99,1840,1466,1999
6.82,6.095,Norenberc,,1841,1005,2010
6.48,6.095,SeaFall,79.99,1842,2461,2016
6.79,6.094,Detroit-Cleveland Grand Prix,,1843,1067,1996
7.03,6.094,Archon: Glory & Machination,,1844,789,2013
8.51,6.094,Aristeia!,47.31,1845,394,2017
8.02,6.094,Angola,,1846,400,1988
6.59,6.093,Cardline: Animals,14.99,1847,1543,2012
7.2,6.093,Imaginarium,,1848,710,2018
7.58,6.093,Dungeon Command: Blood of Gruumsh,,1849,547,2013
6.47,6.093,Sushizock im Gockelwok,,1850,2061,2008
7.55,6.093,Small City,,1851,504,2015
6.48,6.092,New World: A Carcassonne Game,29.95,1852,2047,2008
6.4,6.092,Pentago,19.99,1853,2714,2005
7.01,6.092,Mutant Chronicles: Siege of the Citadel,,1854,978,1993
6.75,6.092,Medieval Merchant,,1855,1106,1998
7.07,6.092,Steam Works,59.99,1856,768,2015
7.53,6.091,Key Flow,,1857,506,2018
6.5,6.091,Return of the Heroes,,1858,1976,2003
6.53,6.091,Gheos,27.99,1859,1682,2006
6.87,6.09,Age of Napoleon,,1860,1075,2003
6.48,6.089,Saint Malo,35.99,1861,1820,2012
8.16,6.089,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,,1862,385,2008
7.45,6.089,Doppelkopf,,1863,566,1895
7.11,6.088,Blue Max,,1864,771,1983
6.99,6.088,Leader 1,,1865,857,2008
6.56,6.088,The Cave,49,1866,1609,2012
6.46,6.087,Trias,22.99,1867,1933,2002
7.67,6.087,Zug um Zug: Deutschland,,1868,483,2012
7.58,6.087,Defenders of the Last Stand,116.99,1869,511,2016
6.68,6.087,SOS Titanic,,1870,1275,2013
6.97,6.086,Field Commander: Rommel,,1871,855,2008
6.64,6.086,Duel in the Dark,,1872,1384,2007
6.61,6.085,Patrician,35,1873,1397,2007
6.52,6.085,Axis & Allies: Europe,44.99,1874,2364,1999
7.22,6.085,One Night Ultimate Alien,36.6,1875,680,2017
8.18,6.084,Malifaux (second edition),,1876,383,2013
7.06,6.084,Tales of the Arabian Nights,59.99,1877,776,1985
6.44,6.084,Queen's Necklace,29.99,1878,2223,2003
7.23,6.084,Tournament at Camelot,24.99,1879,711,2017
6.61,6.084,The Golden City,,1880,1391,2009
6.4,6.084,Portobello Market,39.99,1881,2347,2007
6.55,6.083,StreetSoccer,,1882,1569,2002
6.44,6.083,Quo Vadis?,,1883,2027,1992
7.69,6.083,Talon,53.1,1884,498,2016
7.44,6.083,Commissioned,,1885,566,2016
7.56,6.083,1861: The Railways of the Russian Empire,,1886,481,2006
6.9,6.082,Vault Wars,20.83,1887,944,2015
6.64,6.082,Roll For It! Deluxe Edition,37.99,1888,1538,2014
7.26,6.082,18AL,,1889,582,1999
8.72,6.082,1817,,1890,272,2010
6.51,6.082,Atlantis,34.99,1891,1707,2009
6.58,6.081,Mord im Arosa,,1892,1505,2010
6.84,6.081,Codenames: Disney Family Edition,24.95,1893,978,2017
6.69,6.081,Goldland,,1894,1215,2002
6.49,6.08,New England,,1895,1794,2003
6.73,6.08,Strozzi,,1896,1098,2008
7.49,6.079,Kohle & Kolonie,,1897,499,2013
6.43,6.079,GiftTRAP,,1898,2351,2006
6.27,6.079,Monopoly Deal Card Game,7.99,1899,7009,2008
8.07,6.078,Pericles: The Peloponnesian Wars,,1900,418,2017
6.83,6.078,The Builders: Antiquity,17.99,1901,970,2015
6.89,6.078,After the Flood,,1902,899,2008
6.46,6.078,The Castle of the Devil,,1903,2108,2010
7.71,6.077,Heart of Crown,,1904,502,2011
7.43,6.077,Vietnam 1965-1975,,1905,615,1984
7.42,6.076,Coldwater Crown,48,1906,553,2017
6.5,6.076,HeroClix,,1907,2258,2002
7.35,6.075,RAF,,1908,566,1986
7.01,6.075,Cavern Tavern,,1909,858,2016
7.09,6.075,Rivet Wars: Eastern Front,,1910,808,2013
6.76,6.075,Pelican Cove,,1911,1031,2011
7.25,6.075,España 1936,,1912,645,2007
7.28,6.073,Deadlands: Doomtown,,1913,627,1998
7.53,6.073,Marvel Dice Masters: The Amazing Spider-Man,15.99,1914,513,2015
7.61,6.072,Pacific War: The Struggle Against Japan 1941-1945,,1915,537,1985
6.76,6.072,Wok Star,,1916,1039,2010
6.36,6.072,Talisman,,1917,4769,1983
7.02,6.071,Ticket to Ride: First Journey (U.S.),34.99,1918,837,2016
6.59,6.071,1st & Goal,29.99,1919,1428,2011
6.99,6.071,Battlefleet Gothic,,1920,890,1999
7.89,6.071,Mégawatts,,1921,378,2008
6.83,6.071,MarraCash,,1922,910,1996
6.96,6.07,Bus,,1923,788,1999
7.28,6.069,Panzergruppe Guderian,,1924,627,1976
7.4,6.069,Lock 'n Load: Band of Heroes,,1925,610,2005
7.1,6.069,Flames of War: The World War II Miniatures Game,,1926,790,2002
6.52,6.069,Medici vs Strozzi,,1927,1593,2006
6.56,6.069,The Dwarf King,19.99,1928,1516,2011
6.86,6.069,Muse,,1929,927,2017
6.68,6.069,Garden Dice,39.99,1930,1170,2012
7.23,6.069,Turning Point: Stalingrad,,1931,663,1989
6.96,6.068,Thunderstone: Starter Set,29.99,1932,823,2013
6.49,6.068,Cheating Moth,,1933,1898,2011
7.36,6.067,Ottoman Sunset,,1934,591,2010
6.56,6.067,Duel of Ages Set 1: Worldspanner,,1935,1667,2003
6.8,6.067,Ultimate Warriorz,39.99,1936,985,2011
6.62,6.066,Escape the Room: Mystery at the Stargazer's Manor,21.99,1937,1280,2016
6.9,6.066,The Road to Canterbury,59.99,1938,860,2011
6.97,6.066,King & Assassins,,1939,820,2013
6.46,6.066,BraveRats,10.99,1940,1800,2011
7.31,6.065,Solenia,44.99,1941,628,2018
6.74,6.065,Virus!,,1942,1433,2015
6.54,6.065,Mesopotamia,29.99,1943,1518,2005
6.72,6.065,Wizard Kings,,1944,1139,2000
6.46,6.065,10 Days in the USA,27.99,1945,1851,2003
7.29,6.065,Piepmatz,14.99,1946,575,2018
8.67,6.065,Enemy Action: Ardennes,,1947,303,2015
6.6,6.064,Monza,21.99,1948,1368,2000
6.88,6.064,Linq,19.99,1949,857,2004
7.06,6.064,Bohnanza: The Duel,19.95,1950,720,2016
7.14,6.063,Man O' War,,1951,716,1993
6.96,6.063,Serenissima (second edition),,1952,811,2012
7.68,6.062,Ascension: Dreamscape,39.99,1953,464,2015
6.43,6.062,Dancing Eggs,20.99,1954,2025,2003
6.59,6.062,Gobblet,,1955,1491,2000
7.34,6.061,Factory Funner,49.99,1956,541,2016
6.51,6.061,Bazaar,39.99,1957,1581,1967
7.01,6.061,Letter Tycoon,,1958,799,2015
6.7,6.06,Santa Cruz,,1959,1098,2012
6.77,6.06,The Blood of an Englishman,15,1960,1026,2016
6.37,6.06,Intrigue,20,1961,2375,1994
6.52,6.06,Fast Flowing Forest Fellers,,1962,1508,2008
7.92,6.06,The Walking Dead: All Out War,,1963,499,2016
6.95,6.059,Battleground,14.95,1964,896,2005
7.94,6.059,Where There Is Discord: War in the South Atlantic,,1965,381,2009
6.4,6.059,Marvel Heroes,,1966,2337,2006
7.35,6.058,A Handful of Stars,,1967,557,2017
7.19,6.058,Archer: Once You Go Blackmail...,,1968,673,2016
6.75,6.057,Crude: The Oil Game,,1969,997,1974
7.32,6.057,Shifting Sands,,1970,545,2006
7.23,6.057,Baltimore & Ohio,49.99,1971,569,2009
7.45,6.056,Space Hulk (second edition),,1972,533,1996
6.36,6.056,Rory's Story Cubes,9.99,1973,2649,2005
7.72,6.056,DinoGenics,,1974,468,2019
6.61,6.056,Okiya,13.99,1975,1304,2012
7.91,6.055,Mus,,1976,401,1745
7.39,6.055,Tiny Epic Defenders (Second Edition),29.99,1977,571,2018
7.25,6.055,Aliens,,1978,687,1989
6.81,6.054,Montana,,1979,925,2017
7.11,6.054,Raid on St. Nazaire,,1980,720,1987
6.44,6.054,Sleeping Queens,9.99,1981,2313,2005
7.04,6.054,The World Cup Game,,1982,698,2006
6.65,6.054,Shark,,1983,1212,1987
8.04,6.053,"Silent Victory: U.S. Submarines in the Pacific, 1941-45",,1984,425,2016
6.56,6.053,Escape from Atlantis,,1985,1427,1986
6.47,6.052,Industria,34.95,1986,1720,2003
6.64,6.052,Blood Bound,19.99,1987,1286,2013
6.71,6.051,Cable Car,54.99,1988,1059,2009
7.49,6.051,Monster Lands,,1989,576,2018
7.68,6.05,Four Against Darkness,12.99,1990,608,2016
6.58,6.05,The Pillars of the Earth: Builders Duel,25,1991,1327,2009
6.36,6.05,Lifeboat,19.95,1992,2458,2002
6.88,6.05,SteamRollers,49.95,1993,820,2015
6.83,6.05,BioShock Infinite: The Siege of Columbia,,1994,954,2013
6.61,6.05,Coyote,,1995,1226,2003
6.99,6.05,Triassic Terror,74.99,1996,739,2013
7.42,6.05,Element,34.99,1997,572,2017
6.53,6.05,Kings & Things,69.99,1998,1567,1986
6.55,6.049,Pizarro & Co.,,1999,1336,2002
6.64,6.049,Mystery Rummy: Jekyll & Hyde,,2000,1196,2001
7.34,6.049,The Red Dragon Inn 4,,2001,627,2013
6.89,6.048,Sator Arepo Tenet Opera Rotas,,2002,803,2008
6.63,6.048,Plums,,2003,1148,2015
6.47,6.047,"Warhammer 40,000",,2004,2203,1993
6.86,6.047,Risk: Star Wars Original Trilogy Edition,,2005,963,2006
6.97,6.047,Bios: Megafauna,,2006,751,2011
6.77,6.046,The Chameleon,,2007,1051,2017
6.57,6.046,Longhorn,,2008,1286,2013
6.53,6.046,The Great Fire of London 1666,,2009,1400,2010
6.8,6.045,Oh Hell!,,2010,932,1930
6.32,6.045,Martian Dice,,2011,2732,2011
6.69,6.045,10 Days in Asia,,2012,1070,2007
6.46,6.044,Beat the Buzzard,,2013,1698,1988
8.02,6.044,18CZ,,2014,338,2017
6.8,6.044,Rising 5: Runes of Asteros,,2015,955,2017
6.95,6.043,G.E.V.,,2016,805,1978
6.51,6.043,Attila,,2017,1535,2000
7.24,6.043,Saloon Tycoon,,2018,632,2016
8.22,6.042,Warhammer Underworlds: Nightvault,,2019,337,2018
7.46,6.042,Raccoon Tycoon,,2020,534,2018
7.21,6.042,De Bellis Antiquitatis,,2021,612,1990
6.37,6.042,Beowulf: The Legend,,2022,2173,2005
7.09,6.042,Dojo Kun,,2023,705,2015
7.67,6.042,The Red Dragon Inn 5,,2024,495,2015
6.51,6.042,Tales & Games: The Three Little Pigs,,2025,1527,2013
6.82,6.041,Ninja Camp,,2026,905,2016
6.6,6.041,Black Friday,,2027,1248,2010
8.01,6.041,Fallen,,2028,457,2014
7.07,6.04,Word Slam,,2029,641,2016
6.89,6.04,Urbion,,2030,822,2012
6.88,6.04,Reykholt,,2031,817,2018
6.95,6.04,Dreadfleet,,2032,876,2011
7.86,6.04,"Downtown: Air War Over Hanoi, 1965-1972",,2033,405,2004
7.38,6.04,Steam over Holland,,2034,491,2007
7.52,6.039,Valley of the Kings: Last Rites,,2035,450,2016
7.15,6.039,DropMix,,2036,714,2017
6.98,6.038,Master of Orion: The Board Game,,2037,777,2016
7.5,6.038,Fire in the Sky: The Great Pacific War 1941-1945,,2038,480,2005
7.37,6.038,Silent War,,2039,568,2005
7.86,6.038,Warfighter: The WWII Tactical Combat Card Game,,2040,426,2016
7.68,6.038,Call to Adventure,,2041,543,2019
8.15,6.038,Pathfinder Adventure Card Game: Mummy's Mask – Base Set,,2042,353,2016
7.16,6.037,Robin Hood and the Merry Men,,2043,757,2018
7.71,6.037,Werewords Deluxe Edition,,2044,408,2018
7.19,6.037,Dust Tactics,,2045,691,2010
6.86,6.037,Piñata,,2046,820,2013
6.6,6.037,Mountains of Madness,,2047,1391,2017
6.18,6.037,Get Bit!,,2048,5429,2007
7.06,6.036,Telestrations After Dark,,2049,732,2015
6.58,6.036,Abracada...What?,,2050,1287,2014
6.72,6.036,Multiuniversum,,2051,1039,2016
7.01,6.035,The Napoleonic Wars,,2052,734,2002
6.54,6.035,The Manhattan Project: Chain Reaction,,2053,1458,2016
6.89,6.035,German Railways,,2054,753,2008
7.05,6.035,DC Comics Deck-Building Game: Rivals – Batman vs The Joker,,2055,715,2014
7.51,6.035,Decktet,,2056,461,2008
7.37,6.034,Topoum,,2057,528,2016
6.55,6.034,Ladies & Gentlemen,,2058,1373,2013
6.56,6.034,Thief's Market,,2059,1329,2016
6.56,6.033,Secrets,,2060,1311,2017
6.44,6.033,Zooloretto: The Dice Game,,2061,1638,2012
6.8,6.033,Orbis,,2062,903,2018
6.75,6.033,Jet Set,,2063,930,2008
6.67,6.033,Nacht der Magier,,2064,1059,2005
6.68,6.032,Dschunke,,2065,1042,2002
6.58,6.032,Panzer Leader,,2066,1479,1974
6.73,6.032,"Warhammer 40,000 (fifth edition)",,2067,1035,2008
8.45,6.032,Warhammer Quest: Blackstone Fortress,,2068,364,2018
6.62,6.032,Noria,,2069,1203,2017
6.9,6.032,Mousquetaires du Roy,,2070,777,2010
6.71,6.032,Comuni,,2071,1004,2008
6.77,6.031,Dice Stars,,2072,917,2016
7.39,6.031,Federation Commander: Klingon Border,,2073,539,2005
6.58,6.03,Rail Baron,,2074,1485,1977
7.04,6.03,Field Commander: Alexander,,2075,677,2009
6.44,6.03,Tiki Topple,,2076,1627,2008
6.52,6.029,Senji,,2077,1402,2008
7.57,6.029,Smash Up: What Were We Thinking?,,2078,465,2017
6.4,6.029,Formula Motor Racing,,2079,1838,1995
6.48,6.028,En Garde,,2080,1489,1993
7.26,6.028,Round House,,2081,547,2016
6.38,6.028,King Me!,,2082,2000,2004
6.2,6.027,Boggle,,2083,6128,1972
7.21,6.027,Unlock! A Noside Story,,2084,534,2018
6.68,6.027,Myth,,2085,1529,2014
6.94,6.027,The Palace of Mad King Ludwig,,2086,745,2017
6.92,6.027,The World of Smog: On Her Majesty's Service,,2087,800,2015
8,6.027,Wings of Glory: WW1 Rules and Accessories Pack,,2088,412,2012
6.94,6.026,"Sun, Sea & Sand",,2089,694,2010
7.35,6.026,Infection: Humanity's Last Gasp,,2090,512,2013
6.52,6.026,Eminent Domain: Microcosm,,2091,1316,2014
7.72,6.025,Leader 1: Hell of the North,,2092,408,2011
6.7,6.025,Smash Up: Munchkin,,2093,1121,2015
7.41,6.025,Ascension: Dawn of Champions,,2094,518,2015
6.51,6.024,Neuland,,2095,1346,2004
7.13,6.023,Storm Over Stalingrad,,2096,580,2006
6.56,6.023,Darjeeling,,2097,1275,2007
6.39,6.023,Rook,,2098,2256,1906
6.61,6.023,Battleship Galaxies,,2099,1181,2011
6.35,6.023,Tiny Epic Defenders,,2100,2193,2015
7.44,6.023,Hellenes: Campaigns of the Peloponnesian War,,2101,473,2009
6.64,6.023,Praetor,59.99,2102,1146,2014
6.81,6.022,Pinochle,7.99,2103,863,1864
6.39,6.022,Bezzerwizzer,29.99,2104,2137,2007
7.25,6.022,After The Virus,17.95,2105,590,2017
6.89,6.022,Thebes: The Tomb Raiders,,2106,741,2013
7.03,6.022,The Game: Extreme,,2107,654,2016
6.8,6.021,Santa Fe Rails,,2108,831,2001
6.45,6.021,Gambit Royale,24.99,2109,1695,2006
6.38,6.021,Magic: The Gathering – Arena of the Planeswalkers,39.99,2110,2423,2015
6.36,6.02,Nefarious,29.99,2111,2116,2011
6.43,6.02,Rum & Pirates,39.99,2112,1680,2006
8.04,6.02,Guild Ball,,2113,356,2015
6.45,6.02,David & Goliath,,2114,1507,1998
6.88,6.02,Bullfrogs,,2115,819,2015
7.19,6.02,Spring Meadow,,2116,559,2018
7.32,6.02,Hold the Line,,2117,507,2008
7.76,6.02,The Third World War,,2118,413,1984
7.2,6.019,5-Minute Marvel,20,2119,583,2018
6.41,6.019,Deadwood,34.95,2120,1729,2011
6.39,6.019,String Railway,,2121,1734,2009
6.21,6.019,Chrononauts,20,2122,5019,2000
6.72,6.019,Origin,,2123,943,2013
7.09,6.019,Campy Creatures,24.99,2124,665,2017
6.98,6.018,The Werewolves of Miller's Hollow: The Village,,2125,672,2009
6.88,6.018,Mystery Rummy: Al Capone and the Chicago Underworld,,2126,770,2003
6.44,6.018,Take 5!,,2127,1628,1998
7.53,6.018,BATTALIA: The Creation,,2128,726,2015
6.51,6.017,Australia,,2129,1342,2005
7.12,6.016,Asking for Trobils,,2130,627,2015
7.24,6.016,DC Comics Deck-Building Game: Teen Titans,39.99,2131,598,2015
6.76,6.016,Choose Your Own Adventure: House of Danger,24.99,2132,992,2018
6.86,6.016,Poseidon's Kingdom,,2133,735,2011
6.89,6.016,Forbidden Sky,39.99,2134,761,2018
6.84,6.015,Burano,,2135,794,2015
6.64,6.015,NOIR: Deductive Mystery Game,,2136,1086,2012
6.77,6.015,The Settlers of Canaan,34.99,2137,1245,2002
7.46,6.015,NEOM,,2138,480,2018
7.85,6.015,Big Trouble in Little China: The Game,81.9,2139,457,2018
6.42,6.014,Aquädukt,,2140,1585,2005
7.97,6.014,Legends of Andor: The Last Hope,59.95,2141,348,2017
7.09,6.014,Ohne Furcht und Adel,,2142,662,2012
6.8,6.014,Medici: The Card Game,21.99,2143,812,2016
6.9,6.014,Asgard,,2144,748,2012
7.63,6.014,The Rise of Queensdale,56.49,2145,412,2018
6.86,6.013,Billabong,,2146,747,1995
6.61,6.013,Colonia,67.95,2147,1111,2009
6.75,6.013,Advanced Heroquest,,2148,1127,1989
6.55,6.013,Resident Evil Deck Building Game,29.99,2149,1650,2010
7.11,6.012,Enchanters,,2150,659,2016
7.28,6.012,Arimaa,,2151,604,2002
6.47,6.012,Streetcar,,2152,1426,1995
6.84,6.012,Dominare,59.99,2153,800,2012
6.77,6.011,Portal of Heroes,18,2154,876,2015
7.66,6.011,The Caucasus Campaign,,2155,400,2009
8.25,6.01,Conflict of Heroes: Guadalcanal – The Pacific 1942,80,2156,316,2016
7.85,6.01,Village Attacks,,2157,452,2017
7.49,6.01,Phantom Leader,,2158,463,2010
6.39,6.01,Pairs,9.99,2159,1782,2014
6.42,6.009,Terra Nova,29.99,2160,1572,2006
6.75,6.009,Harvest Dice,14.99,2161,880,2017
6.51,6.009,PanzerBlitz,,2162,1561,1970
7.98,6.008,Hoplomachus: The Lost Cities,,2163,360,2012
8.72,6.008,Here I Stand (500th Anniversary Reprint Edition),,2164,236,2017
6.66,6.008,Sunrise City,50,2165,981,2012
8.33,6.008,A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,149.99,2166,390,2018
8.03,6.008,Phantom Leader Deluxe,89.99,2167,346,2013
6.5,6.007,Star Trek: Expeditions,49.99,2168,1414,2011
7.04,6.007,Gingerbread House,,2169,612,2018
7.01,6.007,1835,,2170,659,1990
7.29,6.007,Harvest,31.98,2171,530,2017
6.65,6.006,Roll Through the Ages: The Iron Age,,2172,972,2014
7.43,6.006,Solarius Mission,,2173,440,2016
8.63,6.006,Dungeon Degenerates: Hand of Doom,,2174,387,2017
6.77,6.005,Neuroshima: Convoy,20,2175,881,2012
7.57,6.005,Hordes,,2176,456,2006
6.52,6.005,Fürstenfeld,,2177,1167,2010
7.07,6.005,Pioneers,29.99,2178,602,2017
6.55,6.005,Masques,,2179,1269,2010
7.48,6.004,Who Goes There?,,2180,583,2018
6.83,6.004,Rapa Nui,,2181,746,2011
6.91,6.004,The Dwarves,,2182,720,2012
6.94,6.004,Tokyo Highway,49.99,2183,700,2016
7.01,6.004,Axis & Allies Naval Miniatures: War at Sea,24.99,2184,712,2007
6.91,6.004,Flash Duel: Second Edition,,2185,759,2011
6.15,6.004,Dungeon Roll,19.99,2186,6783,2013
7.75,6.003,Yomi (second edition),,2187,399,2014
7.19,6.003,Rockwell,,2188,533,2013
7.01,6.003,Ekö,,2189,676,2015
6.73,6.003,Railways of the World: The Card Game,37.99,2190,863,2010
6.62,6.003,Richelieu,,2191,998,2003
6.59,6.001,Shanghaien,,2192,1100,2008
6.6,6,Qwirkle Cubes,24.99,2193,1067,2009
7.42,5.999,The Manhattan Project 2: Minutes to Midnight,,2194,437,2018
8.18,5.999,"Warhammer 40,000: Kill Team",,2195,354,2018
7.09,5.999,Anomia: Party Edition,29.99,2196,647,2013
7.38,5.998,Carcassonne: Over Hill and Dale,,2197,470,2015
6.37,5.998,Khronos,,2198,1684,2006
6.48,5.998,El Caballero,,2199,1336,1998
6.67,5.998,Fresh Fish,,2200,881,1997
6.67,5.998,Fresh Fish,,2201,881,1997
6.37,5.998,Car Wars,19.99,2202,2028,1981
7.31,5.998,Crystal Clans,23.99,2203,517,2018
7.17,5.997,The Great Dinosaur Rush,62.79,2204,535,2016
6.16,5.997,Kill Doctor Lucky,40,2205,5991,1996
6.87,5.996,Arcane Academy,39.99,2206,783,2016
7.06,5.996,7 Ronin,29.99,2207,621,2013
6.82,5.996,PAX,,2208,744,2011
6.38,5.996,Council of Verona,,2209,1711,2013
6.72,5.996,Spaceteam,29.95,2210,969,2015
6.16,5.995,Scattergories,29.99,2211,7184,1988
6.47,5.995,Entdecker,49,2212,1338,1996
6.79,5.995,Die Legenden von Andor: Chada & Thorn,,2213,796,2015
7.33,5.995,Iron Curtain,,2214,478,2017
6.53,5.995,Parfum,,2215,1244,2015
6.71,5.994,Castle Dice,,2216,897,2013
7.19,5.993,Pixel Tactics 3,,2217,527,2014
6.7,5.993,Homeland: The Game,,2218,882,2015
8.18,5.993,UBOOT: The Board Game,,2219,411,2019
6.43,5.992,Escape from the Hidden Castle,,2220,1475,1989
7.1,5.992,Sunset Over Water,24.99,2221,581,2018
8.04,5.992,Band of Brothers: Ghost Panzer,,2222,307,2013
